26001,64,rontignon,RONTIGNON,rontignon,Rontignon,R5325,RNTKNN,64110,467,64467,3,48,6,737,686,700,104,7.06,-0.333333,43.2667,-2963,48069,-01947,431542,189,384
26002,64,crouseilles,CROUSEILLES,crouseilles,Crouseilles,C6242,KRSLS,64350,196,64196,3,18,6,144,140,100,18,7.9,-0.083333,43.5167,-2695,48361,-00521,433129,144,255
26003,64,aren,AREN,aren,Aren,A650,ARN,64400,039,64039,2,28,6,223,181,200,30,7.39,-0.683333,43.2667,-3361,48068,-04118,431540,154,269
26004,64,lannecaube,LANNECAUBE,lannecaube,Lannecaube,L521,LNKB,64350,311,64311,3,18,6,165,150,200,19,8.67,-0.216667,43.4833,-2832,48316,-01245,432902,154,292
26005,64,bielle,BIELLE,bielle,Bielle,B400,BL,64260,127,64127,2,16,6,444,436,500,17,25.37,-0.433333,43.05,-3076,47839,-02556,430317,420,1973
26006,64,mazerolles-64,MAZEROLLES,mazerolles,Mazerolles,M2642,MSRLS,64230,374,64374,3,05,6,1014,752,1000,86,11.71,-0.466667,43.45,-3118,48277,-02811,432657,116,195
26007,64,aubin-64,AUBIN,aubin,Aubin,A150,ABN,64230,073,64073,3,40,6,261,183,200,44,5.84,-0.416667,43.4333,-3057,48267,-02453,432626,142,262
26008,64,domezain-berraute,DOMEZAIN-BERRAUTE,domezain berraute,Domezain-Berraute,D525163,TMSNBRT,64120,202,64202,1,36,6,508,454,500,23,21.56,-0.966667,43.3333,-3669,48141,-05755,431937,54,212
26009,64,saint-etienne-de-baÃ¯gorry,SAINT-ETIENNE-DE-BAIGORRY,saint etienne de baigorry,Saint-Ã‰tienne-de-BaÃ¯gorry,S5353126,SNTTNTBKR,64430,477,64477,1,33,5,1601,1526,1600,23,69.44,-1.35,43.1667,-4092,47972,-12047,431030,146,1049
26010,64,gerderest,GERDEREST,gerderest,Gerderest,G63623,JRTRST,64160,239,64239,3,18,6,126,108,100,19,6.56,-0.183333,43.4167,-2793,48234,-01037,432437,219,341
26011,64,labets-biscay,LABETS-BISCAY,labets biscay,Labets-Biscay,L13212,LBTSBSK,64120,294,64294,1,36,6,154,166,200,17,8.79,-1.05,43.3833,-3771,48205,-10327,432303,20,122
26012,64,sevignacq-meyracq,SEVIGNACQ-MEYRACQ,sevignacq meyracq,SÃ©vignacq-Meyracq,S1252562,SFKNKKMRKK,64260,522,64522,2,04,6,529,535,500,35,14.81,-0.416667,43.1167,-3054,47904,-02443,430648,296,618
26013,64,feas,FEAS,feas,FÃ©as,F200,FS,64570,225,64225,2,02,6,441,374,400,32,13.71,-0.683333,43.1667,-3362,47951,-04120,430923,211,475
26014,64,musculdy,MUSCULDY,musculdy,Musculdy,M243,MSKLT,64130,411,64411,2,20,6,239,278,200,9,24.06,-0.95,43.2,-3669,47996,-05758,431148,180,813
26015,64,bouillon-64,BOUILLON,bouillon,Bouillon,B450,BLN,64410,143,64143,3,05,6,147,98,100,44,3.27,-0.5,43.5,-3153,48327,-03004,432939,98,200
26016,64,garlin,GARLIN,garlin,Garlin,G645,KRLN,64330,233,64233,3,11,5,1379,1205,1300,75,18.3,-0.25,43.5667,-2898,48401,-01617,433339,110,223
26017,64,espes-undurein,ESPES-UNDUREIN,espes undurein,EspÃ¨s-Undurein,E2125365,ESPSNTRN,64130,214,64214,2,20,6,501,474,500,51,9.78,-0.883333,43.2667,-3574,48075,-05249,431602,105,233
26018,64,loncon,LONCON,loncon,LonÃ§on,L525,LNKN,64410,347,64347,3,05,6,161,101,100,29,5.52,-0.416667,43.4667,-3069,48300,-02531,432811,135,258
26019,64,lalonquette,LALONQUETTE,lalonquette,Lalonquette,L523,LLNKT,64450,308,64308,3,40,6,279,225,300,52,5.32,-0.316667,43.4833,-2954,48320,-01921,432918,148,228
